aar,kommune_nr,kommune_navn,kjonn_kode,stonad,mottaker_antall
2022,1101,Eigersund,K,Dagpenger,103
2022,1101,Eigersund,K,Arbeidsavklaringspenger,222
2022,1106,Haugesund,K,Dagpenger,133
2022,1106,Haugesund,K,Arbeidsavklaringspenger,618
2022,1108,Sandnes,K,Dagpenger,423
2022,1108,Sandnes,K,Arbeidsavklaringspenger,1428
2022,1111,Sokndal,K,Dagpenger,10
2022,1111,Sokndal,K,Arbeidsavklaringspenger,37
2022,1112,Lund,K,Dagpenger,5
2022,1112,Lund,K,Arbeidsavklaringspenger,48
2022,1114,Bjerkreim,K,Dagpenger,11
2022,1114,Bjerkreim,K,Arbeidsavklaringspenger,52
2022,1119,Hå,K,Dagpenger,76
2022,1119,Hå,K,Arbeidsavklaringspenger,245
2022,1120,Klepp,K,Dagpenger,81
2022,1120,Klepp,K,Arbeidsavklaringspenger,348
2022,1121,Time,K,Dagpenger,60
2022,1121,Time,K,Arbeidsavklaringspenger,292
2022,1122,Gjesdal,K,Dagpenger,58
2022,1122,Gjesdal,K,Arbeidsavklaringspenger,216
2022,1124,Sola,K,Dagpenger,103
2022,1124,Sola,K,Arbeidsavklaringspenger,325
2022,1127,Randaberg,K,Dagpenger,34
2022,1127,Randaberg,K,Arbeidsavklaringspenger,191
2022,1130,Strand,K,Dagpenger,49
2022,1130,Strand,K,Arbeidsavklaringspenger,208
2022,1133,Hjelmeland,K,Dagpenger,5
2022,1133,Hjelmeland,K,Arbeidsavklaringspenger,22
2022,1134,Suldal,K,Dagpenger,6
2022,1134,Suldal,K,Arbeidsavklaringspenger,50
2022,1135,Sauda,K,Dagpenger,15
2022,1135,Sauda,K,Arbeidsavklaringspenger,62
2022,1145,Bokn,K,Arbeidsavklaringspenger,13
2022,1146,Tysvær,K,Dagpenger,26
2022,1146,Tysvær,K,Arbeidsavklaringspenger,176
2022,1149,Karmøy,K,Dagpenger,145
2022,1149,Karmøy,K,Arbeidsavklaringspenger,704
2022,1160,Vindafjord,K,Dagpenger,34
2022,1160,Vindafjord,K,Arbeidsavklaringspenger,100
2022,1505,Kristiansund,K,Dagpenger,81
2022,1505,Kristiansund,K,Arbeidsavklaringspenger,426
2022,1506,Molde,K,Dagpenger,117
2022,1506,Molde,K,Arbeidsavklaringspenger,446
2022,1507,Ålesund,K,Dagpenger,311
2022,1507,Ålesund,K,Arbeidsavklaringspenger,1156
2022,1511,Vanylven,K,Dagpenger,8
2022,1511,Vanylven,K,Arbeidsavklaringspenger,59
2022,1514,Sande,Kvinne,Dagpenger,11
2022,1514,Sande,K,Arbeidsavklaringspenger,26
2022,1515,Herøy (Møre og Romsdal),K,Dagpenger,67
2022,1515,Herøy (Møre og Romsdal),K,Arbeidsavklaringspenger,155
2022,1516,Ulstein,K,Dagpenger,57
2022,1516,Ulstein,K,Arbeidsavklaringspenger,137
2022,1517,Hareid,K,Dagpenger,38
2022,1517,Hareid,K,Arbeidsavklaringspenger,119
2022,1520,Ørsta,K,Dagpenger,25
2022,1520,Ørsta,K,Arbeidsavklaringspenger,179
2022,1525,Stranda,K,Dagpenger,12
2022,1525,Stranda,K,Arbeidsavklaringspenger,77
2022,1528,Sykkylven,K,Dagpenger,12
2022,1528,Sykkylven,K,Arbeidsavklaringspenger,124
2022,1531,Sula,K,Dagpenger,46
2022,1531,Sula,K,Arbeidsavklaringspenger,181
2022,1532,Giske,K,Dagpenger,39
2022,1532,Giske,K,Arbeidsavklaringspenger,151
2022,1535,Vestnes,K,Dagpenger,25
2022,1535,Vestnes,K,Arbeidsavklaringspenger,114
2022,1539,Rauma,K,Dagpenger,22
2022,1539,Rauma,K,Arbeidsavklaringspenger,133
2022,1547,Aukra,K,Dagpenger,9
2022,1547,Aukra,K,Arbeidsavklaringspenger,62
2022,1554,Averøy,K,Dagpenger,29
2022,1554,Averøy,K,Arbeidsavklaringspenger,115
2022,1557,Gjemnes,K,Dagpenger,5
2022,1557,Gjemnes,K,Arbeidsavklaringspenger,30
2022,1560,Tingvoll,K,Arbeidsavklaringspenger,37
2022,1563,Sunndal,K,Dagpenger,12
2022,1563,Sunndal,K,Arbeidsavklaringspenger,72
2022,1566,Surnadal,K,Dagpenger,10
2022,1566,Surnadal,K,Arbeidsavklaringspenger,86
2022,1573,Smøla,K,Dagpenger,10
2022,1573,Smøla,K,Arbeidsavklaringspenger,16
2022,1576,Aure,K,Dagpenger,9
2022,1576,Aure,K,Arbeidsavklaringspenger,60
2022,1577,Volda,K,Dagpenger,23
2022,1577,Volda,K,Arbeidsavklaringspenger,144
2022,1578,Fjord,K,Dagpenger,6
2022,1578,Fjord,K,Arbeidsavklaringspenger,35
2022,1579,Hustadvika,Kvinne,Dagpenger,57
2022,1579,Hustadvika,K,Arbeidsavklaringspenger,201
2022,1804,Bodø,K,Dagpenger,142
2022,1804,Bodø,K,Arbeidsavklaringspenger,790
2022,1806,Narvik,K,Dagpenger,44
2022,1806,Narvik,K,Arbeidsavklaringspenger,320
2022,1811,Bindal,K,Arbeidsavklaringspenger,20
2022,1812,Sømna,K,Arbeidsavklaringspenger,27
2022,1813,Brønnøy,K,Dagpenger,11
2022,1813,Brønnøy,K,Arbeidsavklaringspenger,141
2022,1815,Vega,K,Arbeidsavklaringspenger,16
2022,1816,Vevelstad,K,Arbeidsavklaringspenger,10
2022,1818,Herøy (Nordland),K,Dagpenger,7
2022,1818,Herøy (Nordland),K,Arbeidsavklaringspenger,27
2022,1820,Alstahaug,K,Dagpenger,13
2022,1820,Alstahaug,K,Arbeidsavklaringspenger,103
2022,1822,Leirfjord,K,Arbeidsavklaringspenger,32
2022,1824,Vefsn,K,Dagpenger,15
2022,1824,Vefsn,K,Arbeidsavklaringspenger,173
2022,1825,Grane,K,Arbeidsavklaringspenger,18
2022,1826,Aarborte - Hattfjelldal,K,Arbeidsavklaringspenger,20
2022,1827,Dønna,K,Arbeidsavklaringspenger,17
2022,1828,Nesna,K,Arbeidsavklaringspenger,29
2022,1832,Hemnes,K,Dagpenger,9
2022,1832,Hemnes,K,Arbeidsavklaringspenger,74
2022,1833,Rana,K,Dagpenger,67
2022,1833,Rana,K,Arbeidsavklaringspenger,439
2022,1834,Lurøy,K,Dagpenger,6
2022,1834,Lurøy,K,Arbeidsavklaringspenger,18
2022,1835,Træna,K,Dagpenger,12
2022,1835,Træna,K,Arbeidsavklaringspenger,6
2022,1836,Rødøy,K,Dagpenger,5
2022,1836,Rødøy,K,Arbeidsavklaringspenger,10
2022,1837,Meløy,K,Dagpenger,12
2022,1837,Meløy,K,Arbeidsavklaringspenger,107
2022,1838,Gildeskål,K,Arbeidsavklaringspenger,42
2022,1839,Beiarn,K,Arbeidsavklaringspenger,13
2022,1840,Saltdal,K,Dagpenger,7
2022,1840,Saltdal,K,Arbeidsavklaringspenger,73
2022,1841,Fauske - Fuossko,K,Dagpenger,21
2022,1841,Fauske - Fuossko,K,Arbeidsavklaringspenger,152
2022,1845,Sørfold,K,Dagpenger,6
2022,1845,Sørfold,K,Arbeidsavklaringspenger,26
2022,1848,Steigen,K,Dagpenger,11
2022,1848,Steigen,K,Arbeidsavklaringspenger,30
2022,1851,Lødingen,K,Dagpenger,5
2022,1851,Lødingen,K,Arbeidsavklaringspenger,20
2022,1853,Evenes - Evenášši,K,Arbeidsavklaringspenger,19
2022,1856,Røst,K,Arbeidsavklaringspenger,6
2022,1857,Værøy,K,Arbeidsavklaringspenger,5
2022,1859,Flakstad,K,Arbeidsavklaringspenger,21
2022,1860,Vestvågøy,K,Dagpenger,61
2022,1860,Vestvågøy,K,Arbeidsavklaringspenger,176
2022,1865,Vågan,K,Dagpenger,26
2022,1865,Vågan,K,Arbeidsavklaringspenger,153
2022,1866,Hadsel,K,Dagpenger,31
2022,1866,Hadsel,K,Arbeidsavklaringspenger,141
2022,1867,Bø,K,Dagpenger,16
2022,1867,Bø,K,Arbeidsavklaringspenger,38
2022,1868,Øksnes,K,Dagpenger,18
2022,1868,Øksnes,K,Arbeidsavklaringspenger,80
2022,1870,Sortland - Suortá,K,Dagpenger,12
2022,1870,Sortland - Suortá,K,Arbeidsavklaringspenger,240
2022,1871,Andøy,K,Dagpenger,10
2022,1871,Andøy,K,Arbeidsavklaringspenger,54
2022,1874,Moskenes,K,Dagpenger,18
2022,1874,Moskenes,K,Arbeidsavklaringspenger,15
2022,1875,Hábmer - Hamarøy,K,Dagpenger,7
2022,1875,Hábmer - Hamarøy,K,Arbeidsavklaringspenger,34
2022,3001,Halden,K,Dagpenger,150
2022,3001,Halden,K,Arbeidsavklaringspenger,606
2022,3002,Moss,K,Dagpenger,240
2022,3002,Moss,K,Arbeidsavklaringspenger,824
2022,3003,Sarpsborg,K,Dagpenger,317
2022,3003,Sarpsborg,K,Arbeidsavklaringspenger,1041
2022,3004,Fredrikstad,K,Dagpenger,467
2022,3004,Fredrikstad,K,Arbeidsavklaringspenger,1274
2022,3005,Drammen,K,Dagpenger,593
2022,3005,Drammen,K,Arbeidsavklaringspenger,1633
2022,3006,Kongsberg,K,Dagpenger,129
2022,3006,Kongsberg,K,Arbeidsavklaringspenger,429
2022,3007,Ringerike,K,Dagpenger,137
2022,3007,Ringerike,K,Arbeidsavklaringspenger,469
2022,3011,Hvaler,K,Dagpenger,20
2022,3011,Hvaler,K,Arbeidsavklaringspenger,42
2022,3012,Aremark,K,Arbeidsavklaringspenger,26
2022,3013,Marker,K,Dagpenger,10
2022,3013,Marker,K,Arbeidsavklaringspenger,55
2022,3014,Indre Østfold,K,Dagpenger,258
2022,3014,Indre Østfold,K,Arbeidsavklaringspenger,857
2022,3015,Skiptvet,K,Dagpenger,19
2022,3015,Skiptvet,K,Arbeidsavklaringspenger,81
2022,3016,Rakkestad,K,Dagpenger,45
2022,3016,Rakkestad,K,Arbeidsavklaringspenger,145
2022,3017,Råde,K,Dagpenger,25
2022,3017,Råde,K,Arbeidsavklaringspenger,119
2022,3018,Våler (Viken),K,Dagpenger,33
2022,3018,Våler (Viken),K,Arbeidsavklaringspenger,83
2022,3019,Vestby,K,Dagpenger,68
2022,3019,Vestby,K,Arbeidsavklaringspenger,289
2022,3020,Nordre Follo,K,Dagpenger,298
2022,3020,Nordre Follo,K,Arbeidsavklaringspenger,773
2022,3021,Ås,K,Dagpenger,95
2022,3021,Ås,K,Arbeidsavklaringspenger,272
2022,3022,Frogn,K,Dagpenger,75
2022,3022,Frogn,K,Arbeidsavklaringspenger,217
2022,3023,Nesodden,K,Dagpenger,108
2022,3023,Nesodden,Kvinne,Arbeidsavklaringspenger,310
2022,3024,Bærum,K,Dagpenger,517
2022,3024,Bærum,K,Arbeidsavklaringspenger,1142
2022,3025,Asker,K,Dagpenger,449
2022,3025,Asker,K,Arbeidsavklaringspenger,1309
2022,3026,Aurskog-Høland,K,Dagpenger,95
2022,3026,Aurskog-Høland,K,Arbeidsavklaringspenger,310
2022,3027,Rælingen,K,Dagpenger,93
2022,3027,Rælingen,K,Arbeidsavklaringspenger,274
2022,3028,Enebakk,K,Dagpenger,65
2022,3028,Enebakk,K,Arbeidsavklaringspenger,159
2022,3029,Lørenskog,Kvinne,Dagpenger,271
2022,3029,Lørenskog,K,Arbeidsavklaringspenger,656
2022,3030,Lillestrøm,K,Dagpenger,505
2022,3030,Lillestrøm,K,Arbeidsavklaringspenger,1200
2022,3031,Nittedal,K,Dagpenger,118
2022,3031,Nittedal,K,Arbeidsavklaringspenger,277
2022,3032,Gjerdrum,K,Dagpenger,47
2022,3032,Gjerdrum,K,Arbeidsavklaringspenger,95
2022,3033,Ullensaker,K,Dagpenger,310
2022,3033,Ullensaker,K,Arbeidsavklaringspenger,783
2022,3034,Nes,K,Dagpenger,122
2022,3034,Nes,K,Arbeidsavklaringspenger,425
2022,3035,Eidsvoll,K,Dagpenger,158
2022,3035,Eidsvoll,K,Arbeidsavklaringspenger,497
2022,3036,Nannestad,K,Dagpenger,114
2022,3036,Nannestad,K,Arbeidsavklaringspenger,229
2022,3037,Hurdal,K,Dagpenger,16
2022,3037,Hurdal,K,Arbeidsavklaringspenger,72
2022,3038,Hole,K,Dagpenger,29
2022,3038,Hole,K,Arbeidsavklaringspenger,88
2022,3039,Flå,K,Arbeidsavklaringspenger,13
2022,3040,Nesbyen,K,Dagpenger,5
2022,3040,Nesbyen,K,Arbeidsavklaringspenger,34
2022,3041,Gol,K,Dagpenger,11
2022,3041,Gol,K,Arbeidsavklaringspenger,48
2022,3042,Hemsedal,K,Dagpenger,11
2022,3042,Hemsedal,K,Arbeidsavklaringspenger,32
2022,3043,Ål,K,Dagpenger,7
2022,3043,Ål,K,Arbeidsavklaringspenger,52
2022,3044,Hol,K,Dagpenger,11
2022,3044,Hol,K,Arbeidsavklaringspenger,47
2022,3045,Sigdal,K,Dagpenger,9
2022,3045,Sigdal,K,Arbeidsavklaringspenger,54
2022,3046,Krødsherad,K,Dagpenger,11
2022,3046,Krødsherad,K,Arbeidsavklaringspenger,44
2022,3047,Modum,K,Dagpenger,65
2022,3047,Modum,K,Arbeidsavklaringspenger,253
2022,3048,Øvre Eiker,K,Dagpenger,103
2022,3048,Øvre Eiker,K,Arbeidsavklaringspenger,351
2022,3049,Lier,K,Dagpenger,117
2022,3049,Lier,K,Arbeidsavklaringspenger,407
2022,3050,Flesberg,K,Dagpenger,5
2022,3050,Flesberg,K,Arbeidsavklaringspenger,27
2022,3051,Rollag,K,Arbeidsavklaringspenger,14
2022,3052,Nore og Uvdal,K,Dagpenger,7
2022,3052,Nore og Uvdal,K,Arbeidsavklaringspenger,14
2022,3053,Jevnaker,K,Dagpenger,27
2022,3053,Jevnaker,K,Arbeidsavklaringspenger,96
2022,3054,Lunner,K,Dagpenger,43
2022,3054,Lunner,K,Arbeidsavklaringspenger,154
2022,3401,Kongsvinger,K,Dagpenger,62
2022,3401,Kongsvinger,K,Arbeidsavklaringspenger,347
2022,3403,Hamar,K,Dagpenger,129
2022,3403,Hamar,K,Arbeidsavklaringspenger,451
2022,3405,Lillehammer,K,Dagpenger,68
2022,3405,Lillehammer,K,Arbeidsavklaringspenger,309
2022,3407,Gjøvik,K,Dagpenger,101
2022,3407,Gjøvik,K,Arbeidsavklaringspenger,448
2022,3411,Ringsaker,K,Dagpenger,104
2022,3411,Ringsaker,K,Arbeidsavklaringspenger,623
2022,3412,Løten,K,Dagpenger,29
2022,3412,Løten,K,Arbeidsavklaringspenger,123
2022,3413,Stange,K,Dagpenger,77
2022,3413,Stange,K,Arbeidsavklaringspenger,344
2022,3414,Nord-Odal,K,Dagpenger,23
2022,3414,Nord-Odal,K,Arbeidsavklaringspenger,87
2022,3415,Sør-Odal,K,Dagpenger,22
2022,3415,Sør-Odal,K,Arbeidsavklaringspenger,150
2022,3416,Eidskog,K,Dagpenger,27
2022,3416,Eidskog,K,Arbeidsavklaringspenger,81
2022,3417,Grue,K,Dagpenger,17
2022,3417,Grue,K,Arbeidsavklaringspenger,93
2022,3418,Åsnes,K,Dagpenger,24
2022,3418,Åsnes,K,Arbeidsavklaringspenger,139
2022,3419,Våler (Innlandet),K,Dagpenger,14
2022,3419,Våler (Innlandet),K,Arbeidsavklaringspenger,40
2022,3420,Elverum,K,Dagpenger,83
2022,3420,Elverum,K,Arbeidsavklaringspenger,328
2022,3421,Trysil,K,Dagpenger,29
2022,3421,Trysil,K,Arbeidsavklaringspenger,89
2022,3422,Åmot,K,Dagpenger,14
2022,3422,Åmot,K,Arbeidsavklaringspenger,58
2022,3423,Stor-Elvdal,K,Dagpenger,7
2022,3423,Stor-Elvdal,K,Arbeidsavklaringspenger,23
2022,3424,Rendalen,K,Dagpenger,5
2022,3424,Rendalen,K,Arbeidsavklaringspenger,17
2022,3425,Engerdal,K,Arbeidsavklaringspenger,19
2022,3426,Tolga,K,Arbeidsavklaringspenger,13
2022,3427,Tynset,K,Dagpenger,8
2022,3427,Tynset,K,Arbeidsavklaringspenger,47
2022,3428,Alvdal,K,Dagpenger,5
2022,3428,Alvdal,K,Arbeidsavklaringspenger,28
2022,3429,Folldal,K,Arbeidsavklaringspenger,18
2022,3430,Os,K,Dagpenger,8
2022,3430,Os,K,Arbeidsavklaringspenger,22
2022,3431,Dovre,K,Dagpenger,7
2022,3431,Dovre,K,Arbeidsavklaringspenger,22
2022,3432,Lesja,K,Arbeidsavklaringspenger,19
2022,3433,Skjåk,K,Dagpenger,10
2022,3433,Skjåk,K,Arbeidsavklaringspenger,26
2022,3434,Lom,K,Arbeidsavklaringspenger,42
2022,3435,Vågå,K,Dagpenger,19
2022,3435,Vågå,K,Arbeidsavklaringspenger,63
2022,3436,Nord-Fron,K,Dagpenger,18
2022,3436,Nord-Fron,K,Arbeidsavklaringspenger,77
2022,3437,Sel,K,Dagpenger,11
2022,3437,Sel,K,Arbeidsavklaringspenger,80
2022,3438,Sør-Fron,K,Dagpenger,8
2022,3438,Sør-Fron,K,Arbeidsavklaringspenger,38
2022,3439,Ringebu,K,Dagpenger,17
2022,3439,Ringebu,K,Arbeidsavklaringspenger,56
2022,3440,Øyer,K,Dagpenger,16
2022,3440,Øyer,K,Arbeidsavklaringspenger,62
2022,3441,Gausdal,K,Dagpenger,18
2022,3441,Gausdal,K,Arbeidsavklaringspenger,73
2022,3442,Østre Toten,K,Dagpenger,51
2022,3442,Østre Toten,K,Arbeidsavklaringspenger,240
2022,3443,Vestre Toten,K,Dagpenger,44
2022,3443,Vestre Toten,K,Arbeidsavklaringspenger,200
2022,3446,Gran,Kvinne,Dagpenger,51
2022,3446,Gran,K,Arbeidsavklaringspenger,224
2022,3447,Søndre Land,K,Dagpenger,16
2022,3447,Søndre Land,K,Arbeidsavklaringspenger,111
2022,3448,Nordre Land,K,Dagpenger,14
2022,3448,Nordre Land,K,Arbeidsavklaringspenger,122
2022,3449,Sør-Aurdal,K,Arbeidsavklaringspenger,50
2022,3450,Etnedal,K,Arbeidsavklaringspenger,18
2022,3451,Nord-Aurdal,Kvinne,Dagpenger,21
2022,3451,Nord-Aurdal,K,Arbeidsavklaringspenger,61
2022,3452,Vestre Slidre,K,Arbeidsavklaringspenger,21
2022,3453,Øystre Slidre,K,Dagpenger,9
2022,3453,Øystre Slidre,K,Arbeidsavklaringspenger,28
2022,3454,Vang,K,Dagpenger,5
2022,3454,Vang,K,Arbeidsavklaringspenger,9
2022,3801,Horten,K,Dagpenger,146
2022,3801,Horten,K,Arbeidsavklaringspenger,541
2022,3802,Holmestrand,K,Dagpenger,134
2022,3802,Holmestrand,K,Arbeidsavklaringspenger,403
2022,3803,Tønsberg,K,Dagpenger,271
2022,3803,Tønsberg,K,Arbeidsavklaringspenger,759
2022,3804,Sandefjord,K,Dagpenger,294
2022,3804,Sandefjord,K,Arbeidsavklaringspenger,933
2022,3805,Larvik,K,Dagpenger,232
2022,3805,Larvik,K,Arbeidsavklaringspenger,592
2022,3806,Porsgrunn,K,Dagpenger,170
2022,3806,Porsgrunn,K,Arbeidsavklaringspenger,533
2022,3807,Skien,K,Dagpenger,242
2022,3807,Skien,K,Arbeidsavklaringspenger,850
2022,3808,Notodden,K,Dagpenger,65
2022,3808,Notodden,K,Arbeidsavklaringspenger,172
2022,3811,Færder,K,Dagpenger,157
2022,3811,Færder,K,Arbeidsavklaringspenger,339
2022,3812,Siljan,K,Dagpenger,7
2022,3812,Siljan,K,Arbeidsavklaringspenger,34
2022,3813,Bamble,K,Dagpenger,49
2022,3813,Bamble,K,Arbeidsavklaringspenger,237
2022,3814,Kragerø,K,Dagpenger,57
2022,3814,Kragerø,K,Arbeidsavklaringspenger,142
2022,3815,Drangedal,K,Dagpenger,8
2022,3815,Drangedal,K,Arbeidsavklaringspenger,68
2022,3816,Nome,K,Dagpenger,29
2022,3816,Nome,K,Arbeidsavklaringspenger,92
2022,3817,Midt-Telemark,K,Dagpenger,41
2022,3817,Midt-Telemark,K,Arbeidsavklaringspenger,151
2022,3818,Tinn,K,Dagpenger,14
2022,3818,Tinn,K,Arbeidsavklaringspenger,83
2022,3819,Hjartdal,K,Arbeidsavklaringspenger,22
2022,3820,Seljord,K,Dagpenger,6
2022,3820,Seljord,K,Arbeidsavklaringspenger,40
2022,3821,Kviteseid,K,Dagpenger,9
2022,3821,Kviteseid,K,Arbeidsavklaringspenger,39
2022,3822,Nissedal,K,Arbeidsavklaringspenger,14
2022,3823,Fyresdal,K,Arbeidsavklaringspenger,12
2022,3824,Tokke,K,Dagpenger,5
2022,3824,Tokke,K,Arbeidsavklaringspenger,34
2022,3825,Vinje,K,Arbeidsavklaringspenger,51
2022,4201,Risør,K,Dagpenger,35
2022,4201,Risør,K,Arbeidsavklaringspenger,134
2022,4202,Grimstad,K,Dagpenger,69
2022,4202,Grimstad,K,Arbeidsavklaringspenger,457
2022,4203,Arendal,K,Dagpenger,194
2022,4203,Arendal,K,Arbeidsavklaringspenger,824
2022,4204,Kristiansand,K,Dagpenger,441
2022,4204,Kristiansand,K,Arbeidsavklaringspenger,2277
2022,4205,Lindesnes,K,Dagpenger,87
2022,4205,Lindesnes,K,Arbeidsavklaringspenger,412
2022,4206,Farsund,K,Dagpenger,27
2022,4206,Farsund,K,Arbeidsavklaringspenger,166
2022,4207,Flekkefjord,K,Dagpenger,19
2022,4207,Flekkefjord,K,Arbeidsavklaringspenger,151
2022,4211,Gjerstad,K,Arbeidsavklaringspenger,38
2022,4212,Vegårshei,K,Dagpenger,6
2022,4212,Vegårshei,K,Arbeidsavklaringspenger,42
2022,4213,Tvedestrand,K,Dagpenger,32
2022,4213,Tvedestrand,K,Arbeidsavklaringspenger,123
2022,4214,Froland,K,Dagpenger,28
2022,4214,Froland,K,Arbeidsavklaringspenger,137
2022,4215,Lillesand,K,Dagpenger,54
2022,4215,Lillesand,K,Arbeidsavklaringspenger,192
2022,4216,Birkenes,K,Dagpenger,18
2022,4216,Birkenes,K,Arbeidsavklaringspenger,113
2022,4217,Åmli,K,Arbeidsavklaringspenger,26
2022,4218,Iveland,K,Arbeidsavklaringspenger,30
2022,4219,Evje og Hornnes,Kvinne,Dagpenger,9
2022,4219,Evje og Hornnes,K,Arbeidsavklaringspenger,68
2022,4220,Bygland,K,Arbeidsavklaringspenger,13
2022,4221,Valle,K,Arbeidsavklaringspenger,19
2022,4222,Bykle,K,Arbeidsavklaringspenger,14
2022,4223,Vennesla,K,Dagpenger,63
2022,4223,Vennesla,K,Arbeidsavklaringspenger,323
2022,4224,Åseral,K,Arbeidsavklaringspenger,15
2022,4225,Lyngdal,K,Dagpenger,32
2022,4225,Lyngdal,K,Arbeidsavklaringspenger,198
2022,4226,Hægebostad,K,Arbeidsavklaringspenger,26
2022,4227,Kvinesdal,K,Dagpenger,17
2022,4227,Kvinesdal,K,Arbeidsavklaringspenger,74
2022,4228,Sirdal,Kvinne,Dagpenger,5
2022,4228,Sirdal,K,Arbeidsavklaringspenger,25
2022,4602,Kinn,K,Dagpenger,83
2022,4602,Kinn,K,Arbeidsavklaringspenger,250
2022,4611,Etne,K,Dagpenger,11
2022,4611,Etne,K,Arbeidsavklaringspenger,42
2022,4612,Sveio,K,Dagpenger,17
2022,4612,Sveio,Kvinne,Arbeidsavklaringspenger,97
2022,4613,Bømlo,K,Dagpenger,49
2022,4613,Bømlo,K,Arbeidsavklaringspenger,157
2022,4614,Stord,K,Dagpenger,68
2022,4614,Stord,K,Arbeidsavklaringspenger,251
2022,4615,Fitjar,K,Dagpenger,14
2022,4615,Fitjar,K,Arbeidsavklaringspenger,56
2022,4616,Tysnes,K,Dagpenger,11
2022,4616,Tysnes,K,Arbeidsavklaringspenger,37
2022,4617,Kvinnherad,K,Dagpenger,38
2022,4617,Kvinnherad,K,Arbeidsavklaringspenger,199
2022,4618,Ullensvang,K,Dagpenger,32
2022,4618,Ullensvang,K,Arbeidsavklaringspenger,115
2022,4619,Eidfjord,K,Dagpenger,9
2022,4619,Eidfjord,K,Arbeidsavklaringspenger,14
2022,4620,Ulvik,K,Dagpenger,9
2022,4620,Ulvik,K,Arbeidsavklaringspenger,11
2022,4621,Voss,K,Dagpenger,52
2022,4621,Voss,Kvinne,Arbeidsavklaringspenger,165
2022,4622,Kvam,K,Dagpenger,30
2022,4622,Kvam,K,Arbeidsavklaringspenger,112
2022,4623,Samnanger,K,Dagpenger,12
2022,4623,Samnanger,K,Arbeidsavklaringspenger,37
2022,4624,Bjørnafjorden,K,Dagpenger,120
2022,4624,Bjørnafjorden,K,Arbeidsavklaringspenger,398
2022,4625,Austevoll,K,Dagpenger,20
2022,4625,Austevoll,K,Arbeidsavklaringspenger,53
2022,4626,Øygarden,K,Dagpenger,213
2022,4626,Øygarden,K,Arbeidsavklaringspenger,754
2022,4627,Askøy,K,Dagpenger,132
2022,4627,Askøy,K,Arbeidsavklaringspenger,511
2022,4628,Vaksdal,K,Dagpenger,14
2022,4628,Vaksdal,K,Arbeidsavklaringspenger,58
2022,4629,Modalen,K,Arbeidsavklaringspenger,5
2022,4630,Osterøy,K,Dagpenger,25
2022,4630,Osterøy,K,Arbeidsavklaringspenger,106
2022,4631,Alver,K,Dagpenger,92
2022,4631,Alver,K,Arbeidsavklaringspenger,531
2022,4632,Austrheim,K,Dagpenger,6
2022,4632,Austrheim,K,Arbeidsavklaringspenger,39
2022,4634,Masfjorden,K,Arbeidsavklaringspenger,25
2022,4635,Gulen,K,Dagpenger,5
2022,4635,Gulen,K,Arbeidsavklaringspenger,38
2022,4636,Solund,K,Dagpenger,5
2022,4636,Solund,K,Arbeidsavklaringspenger,9
2022,4637,Hyllestad,K,Dagpenger,11
2022,4637,Hyllestad,K,Arbeidsavklaringspenger,8
2022,4638,Høyanger,K,Dagpenger,11
2022,4638,Høyanger,K,Arbeidsavklaringspenger,55
2022,4639,Vik,K,Arbeidsavklaringspenger,23
2022,4640,Sogndal,K,Dagpenger,27
2022,4640,Sogndal,K,Arbeidsavklaringspenger,129
2022,4641,Aurland,K,Dagpenger,17
2022,4641,Aurland,K,Arbeidsavklaringspenger,11
2022,4642,Lærdal,K,Dagpenger,6
2022,4642,Lærdal,K,Arbeidsavklaringspenger,29
2022,4643,Årdal,K,Dagpenger,45
2022,4643,Årdal,K,Arbeidsavklaringspenger,59
2022,4644,Luster,K,Dagpenger,21
2022,4644,Luster,K,Arbeidsavklaringspenger,51
2022,4645,Askvoll,K,Dagpenger,5
2022,4645,Askvoll,K,Arbeidsavklaringspenger,34
2022,4646,Fjaler,K,Arbeidsavklaringspenger,23
2022,4647,Sunnfjord,K,Dagpenger,35
2022,4647,Sunnfjord,K,Arbeidsavklaringspenger,301
2022,4648,Bremanger,K,Dagpenger,27
2022,4648,Bremanger,K,Arbeidsavklaringspenger,39
2022,4649,Stad,K,Dagpenger,42
2022,4649,Stad,K,Arbeidsavklaringspenger,146
2022,4650,Gloppen,K,Dagpenger,11
2022,4650,Gloppen,K,Arbeidsavklaringspenger,66
2022,4651,Stryn,K,Dagpenger,29
2022,4651,Stryn,K,Arbeidsavklaringspenger,81
2022,5006,Steinkjer,K,Dagpenger,101
2022,5006,Steinkjer,K,Arbeidsavklaringspenger,512
2022,5007,Namsos - Nåavmesjenjaelmie,K,Dagpenger,31
2022,5007,Namsos - Nåavmesjenjaelmie,K,Arbeidsavklaringspenger,211
2022,5014,Frøya,K,Dagpenger,12
2022,5014,Frøya,K,Arbeidsavklaringspenger,56
2022,5020,Osen,K,Arbeidsavklaringspenger,12
2022,5021,Oppdal,K,Dagpenger,16
2022,5021,Oppdal,K,Arbeidsavklaringspenger,105
2022,5022,Rennebu,K,Dagpenger,5
2022,5022,Rennebu,K,Arbeidsavklaringspenger,27
2022,5025,Røros,K,Dagpenger,15
2022,5025,Røros,K,Arbeidsavklaringspenger,61
2022,5026,Holtålen,K,Dagpenger,6
2022,5026,Holtålen,K,Arbeidsavklaringspenger,23
2022,5027,Midtre Gauldal,K,Dagpenger,37
