aar,kommune_nr,kommune_navn,kjonn_kode,stonad,mottaker_antall
2013,1004,Flekkefjord,M,Dagpenger,69
2014,1004,Flekkefjord,K,Dagpenger,34
2015,1004,Flekkefjord,K,Dagpenger,37
2015,1004,Flekkefjord,M,Dagpenger,95
2016,1004,Flekkefjord,M,Dagpenger,178
2018,1004,Flekkefjord,M,Dagpenger,93
2019,1004,Flekkefjord,M,Dagpenger,64
2010,1004,Flekkefjord,K,Dagpenger,30
2010,1004,Flekkefjord,M,Dagpenger,111
2012,1004,Flekkefjord,M,Dagpenger,80
2013,1004,Flekkefjord,K,Dagpenger,33
2014,1004,Flekkefjord,M,Dagpenger,73
2016,1004,Flekkefjord,K,Dagpenger,35
2017,1004,Flekkefjord,M,Dagpenger,169
2017,1004,Flekkefjord,K,Dagpenger,32
2018,1004,Flekkefjord,K,Dagpenger,27
2019,1004,Flekkefjord,K,Dagpenger,23
2010,1014,Vennesla,M,Dagpenger,143
2010,1014,Vennesla,K,Dagpenger,61
2011,1014,Vennesla,M,Dagpenger,109
2013,1014,Vennesla,M,Dagpenger,144
2014,1014,Vennesla,K,Dagpenger,56
2014,1014,Vennesla,M,Dagpenger,129
2015,1014,Vennesla,M,Dagpenger,157
2015,1014,Vennesla,K,Dagpenger,78
2018,1014,Vennesla,K,Dagpenger,71
2019,1014,Vennesla,K,Dagpenger,70
2019,1014,Vennesla,M,Dagpenger,62
2011,1014,Vennesla,K,Dagpenger,51
2012,1014,Vennesla,M,Dagpenger,152
2012,1014,Vennesla,K,Dagpenger,50
2013,1014,Vennesla,K,Dagpenger,65
2016,1014,Vennesla,K,Dagpenger,97
2016,1014,Vennesla,M,Dagpenger,196
2017,1014,Vennesla,M,Dagpenger,176
2017,1014,Vennesla,Kvinne,Dagpenger,68
2018,1014,Vennesla,M,Dagpenger,105
2010,1017,Songdalen,M,Dagpenger,68
2010,1017,Songdalen,K,Dagpenger,25
2011,1017,Songdalen,M,Dagpenger,65
2011,1017,Songdalen,K,Dagpenger,30
2012,1017,Songdalen,K,Dagpenger,31
2012,1017,Songdalen,M,Dagpenger,62
2014,1017,Songdalen,K,Dagpenger,43
2016,1017,Songdalen,K,Dagpenger,50
2017,1017,Songdalen,K,Dagpenger,55
2018,1017,Songdalen,M,Dagpenger,55
2019,1017,Songdalen,K,Dagpenger,28
2013,1017,Songdalen,K,Dagpenger,42
2013,1017,Songdalen,M,Dagpenger,58
2014,1017,Songdalen,M,Dagpenger,60
2015,1017,Songdalen,M,Dagpenger,65
2015,1017,Songdalen,K,Dagpenger,47
2016,1017,Songdalen,M,Dagpenger,95
2017,1017,Songdalen,M,Dagpenger,85
2018,1017,Songdalen,K,Dagpenger,28
2019,1017,Songdalen,M,Dagpenger,41
2011,1018,Søgne,M,Dagpenger,100
2013,1018,Søgne,M,Dagpenger,97
2014,1018,Søgne,K,Dagpenger,45
2016,1018,Søgne,K,Dagpenger,70
2017,1018,Søgne,K,Dagpenger,68
2018,1018,Søgne,K,Dagpenger,48
2019,1018,Søgne,M,Dagpenger,46
2010,1018,Søgne,K,Dagpenger,46
2010,1018,Søgne,M,Dagpenger,120
2011,1018,Søgne,K,Dagpenger,51
2012,1018,Søgne,K,Dagpenger,47
2012,1018,Søgne,M,Dagpenger,56
2013,1018,Søgne,K,Dagpenger,41
2014,1018,Søgne,M,Dagpenger,73
2015,1018,Søgne,K,Dagpenger,57
2015,1018,Søgne,M,Dagpenger,103
2016,1018,Søgne,M,Dagpenger,124
2017,1018,Søgne,M,Dagpenger,123
2018,1018,Søgne,M,Dagpenger,95
2019,1018,Søgne,K,Dagpenger,37
2011,1021,Marnardal,K,Dagpenger,11
2011,1021,Marnardal,M,Dagpenger,22
2013,1021,Marnardal,K,Dagpenger,6
2015,1021,Marnardal,M,Dagpenger,16
2016,1021,Marnardal,K,Dagpenger,6
2017,1021,Marnardal,K,Dagpenger,11
2018,1021,Marnardal,K,Dagpenger,6
2019,1021,Marnardal,M,Dagpenger,8
2010,1021,Marnardal,K,Dagpenger,11
2010,1021,Marnardal,M,Dagpenger,27
2012,1021,Marnardal,K,Dagpenger,12
2012,1021,Marnardal,M,Dagpenger,18
2013,1021,Marnardal,M,Dagpenger,15
2014,1021,Marnardal,M,Dagpenger,6
2014,1021,Marnardal,K,Dagpenger,10
2015,1021,Marnardal,K,Dagpenger,7
2016,1021,Marnardal,M,Dagpenger,24
2017,1021,Marnardal,M,Dagpenger,25
2018,1021,Marnardal,M,Dagpenger,12
2019,1021,Marnardal,K,Dagpenger,7
2011,1026,Åseral,M,Dagpenger,13
2012,1026,Åseral,M,Dagpenger,16
2013,1026,Åseral,K,Dagpenger,5
2013,1026,Åseral,M,Dagpenger,12
2014,1026,Åseral,M,Dagpenger,11
2014,1026,Åseral,K,Dagpenger,6
2016,1026,Åseral,M,Dagpenger,12
2010,1026,Åseral,M,Dagpenger,8
2015,1026,Åseral,K,Dagpenger,5
2010,1027,Audnedal,K,Dagpenger,8
2011,1027,Audnedal,M,Dagpenger,15
2012,1027,Audnedal,M,Dagpenger,8
2013,1027,Audnedal,M,Dagpenger,9
2015,1027,Audnedal,K,Dagpenger,8
2015,1027,Audnedal,M,Dagpenger,18
2016,1027,Audnedal,K,Dagpenger,6
2017,1027,Audnedal,K,Dagpenger,5
2017,1027,Audnedal,M,Dagpenger,17
2019,1027,Audnedal,M,Dagpenger,14
2010,1027,Audnedal,M,Dagpenger,27
2011,1027,Audnedal,K,Dagpenger,7
2012,1027,Audnedal,K,Dagpenger,5
2013,1027,Audnedal,K,Dagpenger,8
2014,1027,Audnedal,M,Dagpenger,10
2016,1027,Audnedal,M,Dagpenger,15
2018,1027,Audnedal,M,Dagpenger,10
2010,1029,Lindesnes,M,Dagpenger,68
2012,1029,Lindesnes,K,Dagpenger,25
2012,1029,Lindesnes,M,Dagpenger,17
2013,1029,Lindesnes,M,Dagpenger,30
2014,1029,Lindesnes,M,Dagpenger,37
2015,1029,Lindesnes,M,Dagpenger,39
2016,1029,Lindesnes,K,Dagpenger,24
2018,1029,Lindesnes,M,Dagpenger,44
2019,1029,Lindesnes,K,Dagpenger,16
2019,1029,Lindesnes,M,Dagpenger,26
2010,1029,Lindesnes,K,Dagpenger,20
2011,1029,Lindesnes,M,Dagpenger,46
2011,1029,Lindesnes,K,Dagpenger,21
2013,1029,Lindesnes,K,Dagpenger,21
2014,1029,Lindesnes,K,Dagpenger,16
2015,1029,Lindesnes,K,Dagpenger,11
2016,1029,Lindesnes,M,Dagpenger,64
2017,1029,Lindesnes,K,Dagpenger,13
2017,1029,Lindesnes,M,Dagpenger,50
2018,1029,Lindesnes,K,Dagpenger,14
2010,1032,Lyngdal,K,Dagpenger,44
2011,1032,Lyngdal,K,Dagpenger,43
2011,1032,Lyngdal,M,Dagpenger,71
2012,1032,Lyngdal,K,Dagpenger,29
2013,1032,Lyngdal,K,Dagpenger,38
2014,1032,Lyngdal,K,Dagpenger,40
2015,1032,Lyngdal,Mann,Dagpenger,53
2016,1032,Lyngdal,K,Dagpenger,42
2017,1032,Lyngdal,M,Dagpenger,69
2017,1032,Lyngdal,K,Dagpenger,25
2018,1032,Lyngdal,M,Dagpenger,49
2018,1032,Lyngdal,K,Dagpenger,25
2010,1032,Lyngdal,M,Dagpenger,109
2012,1032,Lyngdal,M,Dagpenger,36
2013,1032,Lyngdal,M,Dagpenger,50
2014,1032,Lyngdal,M,Dagpenger,33
2015,1032,Lyngdal,K,Dagpenger,35
2016,1032,Lyngdal,M,Dagpenger,86
2019,1032,Lyngdal,K,Dagpenger,25
2019,1032,Lyngdal,M,Dagpenger,41
2013,1034,Hægebostad,M,Dagpenger,11
2014,1034,Hægebostad,M,Dagpenger,9
2015,1034,Hægebostad,M,Dagpenger,6
2017,1034,Hægebostad,K,Dagpenger,7
2017,1034,Hægebostad,M,Dagpenger,31
2018,1034,Hægebostad,M,Dagpenger,13
2010,1034,Hægebostad,M,Dagpenger,26
2011,1034,Hægebostad,M,Dagpenger,20
2011,1034,Hægebostad,K,Dagpenger,7
2012,1034,Hægebostad,M,Dagpenger,8
2012,1034,Hægebostad,K,Dagpenger,5
2013,1034,Hægebostad,Kvinne,Dagpenger,6
2016,1034,Hægebostad,M,Dagpenger,28
2016,1034,Hægebostad,K,Dagpenger,5
2010,1037,Kvinesdal,M,Dagpenger,121
2011,1037,Kvinesdal,M,Dagpenger,66
2013,1037,Kvinesdal,M,Dagpenger,54
2014,1037,Kvinesdal,K,Dagpenger,22
2014,1037,Kvinesdal,M,Dagpenger,43
2015,1037,Kvinesdal,K,Dagpenger,30
2015,1037,Kvinesdal,M,Dagpenger,56
2016,1037,Kvinesdal,K,Dagpenger,29
2017,1037,Kvinesdal,K,Dagpenger,18
2018,1037,Kvinesdal,K,Dagpenger,15
2018,1037,Kvinesdal,M,Dagpenger,72
2010,1037,Kvinesdal,K,Dagpenger,33
2011,1037,Kvinesdal,K,Dagpenger,35
2012,1037,Kvinesdal,K,Dagpenger,31
2012,1037,Kvinesdal,M,Dagpenger,64
2013,1037,Kvinesdal,K,Dagpenger,23
2016,1037,Kvinesdal,M,Dagpenger,74
2017,1037,Kvinesdal,M,Dagpenger,96
2019,1037,Kvinesdal,K,Dagpenger,16
2019,1037,Kvinesdal,M,Dagpenger,45
2011,1046,Sirdal,M,Dagpenger,20
2012,1046,Sirdal,M,Dagpenger,7
2016,1046,Sirdal,M,Dagpenger,12
2017,1046,Sirdal,M,Dagpenger,10
2018,1046,Sirdal,M,Dagpenger,5
2010,1046,Sirdal,M,Dagpenger,12
2011,1046,Sirdal,K,Dagpenger,7
2013,1046,Sirdal,K,Dagpenger,5
2013,1046,Sirdal,M,Dagpenger,5
2014,1046,Sirdal,M,Dagpenger,9
2011,1101,Eigersund,K,Dagpenger,72
2012,1101,Eigersund,M,Dagpenger,64
2013,1101,Eigersund,M,Dagpenger,56
2015,1101,Eigersund,K,Dagpenger,93
2016,1101,Eigersund,K,Dagpenger,124
2016,1101,Eigersund,M,Dagpenger,279
2017,1101,Eigersund,K,Dagpenger,123
2018,1101,Eigersund,K,Dagpenger,96
2019,1101,Eigersund,K,Dagpenger,61
2019,1101,Eigersund,M,Dagpenger,37
2020,1101,Eigersund,M,Dagpenger,87
2021,1101,Eigersund,M,Dagpenger,126
2021,1101,Eigersund,K,Dagpenger,139
2010,1101,Eigersund,K,Dagpenger,90
2010,1101,Eigersund,M,Dagpenger,164
2011,1101,Eigersund,M,Dagpenger,113
2012,1101,Eigersund,K,Dagpenger,52
2013,1101,Eigersund,K,Dagpenger,60
2014,1101,Eigersund,K,Dagpenger,78
2014,1101,Eigersund,M,Dagpenger,67
2015,1101,Eigersund,M,Dagpenger,110
2017,1101,Eigersund,M,Dagpenger,258
2018,1101,Eigersund,M,Dagpenger,141
2020,1101,Eigersund,K,Dagpenger,120
2010,1102,Sandnes,M,Dagpenger,612
2011,1102,Sandnes,M,Dagpenger,414
2012,1102,Sandnes,M,Dagpenger,330
2013,1102,Sandnes,K,Dagpenger,259
2013,1102,Sandnes,M,Dagpenger,330
2014,1102,Sandnes,K,Dagpenger,307
2014,1102,Sandnes,M,Dagpenger,420
2015,1102,Sandnes,K,Dagpenger,446
2015,1102,Sandnes,M,Dagpenger,745
2010,1102,Sandnes,K,Dagpenger,290
2011,1102,Sandnes,K,Dagpenger,261
2012,1102,Sandnes,K,Dagpenger,263
2016,1102,Sandnes,K,Dagpenger,717
2016,1102,Sandnes,M,Dagpenger,1486
2017,1102,Sandnes,K,Dagpenger,767
2017,1102,Sandnes,M,Dagpenger,1380
2018,1102,Sandnes,K,Dagpenger,531
2018,1102,Sandnes,M,Dagpenger,831
2019,1102,Sandnes,K,Dagpenger,362
2019,1102,Sandnes,M,Dagpenger,442
2012,1103,Stavanger,M,Dagpenger,5
2014,1103,Stavanger,M,Dagpenger,9
2015,1103,Stavanger,M,Dagpenger,9
2010,1103,Stavanger,M,Dagpenger,8
2013,1103,Stavanger,M,Dagpenger,11
2010,1106,Haugesund,M,Dagpenger,458
2011,1106,Haugesund,M,Dagpenger,422
2012,1106,Haugesund,K,Dagpenger,195
2013,1106,Haugesund,K,Dagpenger,163
2014,1106,Haugesund,M,Dagpenger,282
2015,1106,Haugesund,K,Dagpenger,227
2015,1106,Haugesund,M,Dagpenger,526
2016,1106,Haugesund,M,Dagpenger,768
2018,1106,Haugesund,K,Dagpenger,201
2019,1106,Haugesund,K,Dagpenger,138
2019,1106,Haugesund,M,Dagpenger,217
2020,1106,Haugesund,K,Dagpenger,294
2021,1106,Haugesund,M,Dagpenger,552
2010,1106,Haugesund,K,Dagpenger,190
2011,1106,Haugesund,K,Dagpenger,185
2012,1106,Haugesund,M,Dagpenger,344
2013,1106,Haugesund,M,Dagpenger,234
2014,1106,Haugesund,K,Dagpenger,191
2016,1106,Haugesund,K,Dagpenger,269
2017,1106,Haugesund,K,Dagpenger,237
2017,1106,Haugesund,M,Dagpenger,532
2018,1106,Haugesund,M,Dagpenger,355
2020,1106,Haugesund,M,Dagpenger,335
2021,1106,Haugesund,K,Dagpenger,488
2020,1108,Sandnes,K,Dagpenger,801
2021,1108,Sandnes,K,Dagpenger,887
2020,1108,Sandnes,M,Dagpenger,710
2021,1108,Sandnes,M,Dagpenger,1048
2010,1111,Sokndal,M,Dagpenger,33
2011,1111,Sokndal,K,Dagpenger,22
2012,1111,Sokndal,K,Dagpenger,19
2013,1111,Sokndal,M,Dagpenger,10
2015,1111,Sokndal,K,Dagpenger,21
2015,1111,Sokndal,M,Dagpenger,15
2016,1111,Sokndal,M,Dagpenger,52
2017,1111,Sokndal,K,Dagpenger,30
2018,1111,Sokndal,K,Dagpenger,18
2019,1111,Sokndal,K,Dagpenger,13
2019,1111,Sokndal,M,Dagpenger,13
2020,1111,Sokndal,M,Dagpenger,16
2021,1111,Sokndal,M,Dagpenger,18
2021,1111,Sokndal,K,Dagpenger,20
2010,1111,Sokndal,K,Dagpenger,20
2011,1111,Sokndal,M,Dagpenger,21
2012,1111,Sokndal,M,Dagpenger,10
2013,1111,Sokndal,K,Dagpenger,21
2014,1111,Sokndal,K,Dagpenger,21
2014,1111,Sokndal,M,Dagpenger,9
2016,1111,Sokndal,K,Dagpenger,23
2017,1111,Sokndal,M,Dagpenger,56
2018,1111,Sokndal,M,Dagpenger,24
2020,1111,Sokndal,K,Dagpenger,29
2010,1112,Lund,K,Dagpenger,7
2012,1112,Lund,M,Dagpenger,11
2013,1112,Lund,K,Dagpenger,15
2014,1112,Lund,M,Dagpenger,16
2014,1112,Lund,K,Dagpenger,11
2015,1112,Lund,K,Dagpenger,14
2016,1112,Lund,M,Dagpenger,26
2017,1112,Lund,K,Dagpenger,13
2017,1112,Lund,M,Dagpenger,26
2018,1112,Lund,K,Dagpenger,6
2019,1112,Lund,K,Dagpenger,11
2019,1112,Lund,M,Dagpenger,10
2020,1112,Lund,K,Dagpenger,22
2021,1112,Lund,K,Dagpenger,11
2010,1112,Lund,M,Dagpenger,20
2011,1112,Lund,K,Dagpenger,6
2011,1112,Lund,M,Dagpenger,13
2012,1112,Lund,K,Dagpenger,11
2013,1112,Lund,M,Dagpenger,12
2015,1112,Lund,M,Dagpenger,11
2016,1112,Lund,K,Dagpenger,11
2018,1112,Lund,M,Dagpenger,18
2020,1112,Lund,M,Dagpenger,23
2021,1112,Lund,M,Dagpenger,29
2012,1114,Bjerkreim,K,Dagpenger,11
2012,1114,Bjerkreim,M,Dagpenger,5
2014,1114,Bjerkreim,K,Dagpenger,7
2015,1114,Bjerkreim,K,Dagpenger,12
2016,1114,Bjerkreim,K,Dagpenger,15
2018,1114,Bjerkreim,K,Dagpenger,13
2018,1114,Bjerkreim,M,Dagpenger,9
2019,1114,Bjerkreim,M,Dagpenger,6
2020,1114,Bjerkreim,K,Dagpenger,14
2021,1114,Bjerkreim,K,Dagpenger,20
2010,1114,Bjerkreim,M,Dagpenger,21
2010,1114,Bjerkreim,K,Dagpenger,10
2011,1114,Bjerkreim,M,Dagpenger,11
2013,1114,Bjerkreim,K,Dagpenger,13
2013,1114,Bjerkreim,M,Dagpenger,7
2014,1114,Bjerkreim,M,Dagpenger,5
2015,1114,Bjerkreim,M,Dagpenger,15
2016,1114,Bjerkreim,M,Dagpenger,29
2017,1114,Bjerkreim,K,Dagpenger,20
2017,1114,Bjerkreim,M,Dagpenger,29
2019,1114,Bjerkreim,K,Dagpenger,7
2020,1114,Bjerkreim,M,Dagpenger,22
2021,1114,Bjerkreim,M,Dagpenger,20
2010,1119,Hå,K,Dagpenger,54
2010,1119,Hå,M,Dagpenger,151
2012,1119,Hå,K,Dagpenger,54
2013,1119,Hå,M,Dagpenger,63
2014,1119,Hå,M,Dagpenger,83
2017,1119,Hå,K,Dagpenger,118
2018,1119,Hå,K,Dagpenger,93
2019,1119,Hå,K,Dagpenger,81
2019,1119,Hå,M,Dagpenger,87
2020,1119,Hå,K,Dagpenger,153
2011,1119,Hå,K,Dagpenger,57
2011,1119,Hå,M,Dagpenger,96
2012,1119,Hå,M,Dagpenger,60
2013,1119,Hå,K,Dagpenger,73
2014,1119,Hå,K,Dagpenger,70
2015,1119,Hå,M,Dagpenger,108
2015,1119,Hå,K,Dagpenger,68
2016,1119,Hå,K,Dagpenger,98
2016,1119,Hå,M,Dagpenger,217
2017,1119,Hå,M,Dagpenger,191
2018,1119,Hå,M,Dagpenger,110
2020,1119,Hå,M,Dagpenger,108
2021,1119,Hå,K,Dagpenger,142
2021,1119,Hå,M,Dagpenger,163
2010,1120,Klepp,M,Dagpenger,138
2012,1120,Klepp,K,Dagpenger,67
2012,1120,Klepp,M,Dagpenger,68
2013,1120,Klepp,K,Dagpenger,59
2014,1120,Klepp,K,Dagpenger,79
2016,1120,Klepp,M,Dagpenger,317
2017,1120,Klepp,K,Dagpenger,155
2017,1120,Klepp,M,Dagpenger,287
2018,1120,Klepp,K,Dagpenger,116
2019,1120,Klepp,M,Dagpenger,81
2020,1120,Klepp,K,Dagpenger,153
2020,1120,Klepp,M,Dagpenger,127
2021,1120,Klepp,K,Dagpenger,188
2010,1120,Klepp,K,Dagpenger,71
2011,1120,Klepp,M,Dagpenger,83
2011,1120,Klepp,K,Dagpenger,62
2013,1120,Klepp,M,Dagpenger,70
2014,1120,Klepp,M,Dagpenger,70
2015,1120,Klepp,K,Dagpenger,98
2015,1120,Klepp,M,Dagpenger,142
2016,1120,Klepp,K,Dagpenger,130
2018,1120,Klepp,M,Dagpenger,162
2019,1120,Klepp,K,Dagpenger,60
2021,1120,Klepp,M,Dagpenger,199
2010,1121,Time,M,Dagpenger,143
2011,1121,Time,M,Dagpenger,77
2012,1121,Time,K,Dagpenger,50
2012,1121,Time,M,Dagpenger,61
2014,1121,Time,M,Dagpenger,63
2015,1121,Time,M,Dagpenger,103
2016,1121,Time,K,Dagpenger,145
2020,1121,Time,K,Dagpenger,140
2021,1121,Time,M,Dagpenger,180
2010,1121,Time,K,Dagpenger,50
2011,1121,Time,K,Dagpenger,56
2013,1121,Time,K,Dagpenger,39
2013,1121,Time,M,Dagpenger,59
2014,1121,Time,K,Dagpenger,44
2015,1121,Time,K,Dagpenger,73
2016,1121,Time,M,Dagpenger,260
2017,1121,Time,K,Dagpenger,117
2017,1121,Time,M,Dagpenger,233
2018,1121,Time,M,Dagpenger,138
2018,1121,Time,K,Dagpenger,87
2019,1121,Time,K,Dagpenger,54
2019,1121,Time,M,Dagpenger,76
2020,1121,Time,M,Dagpenger,104
2021,1121,Time,K,Dagpenger,157
2010,1122,Gjesdal,K,Dagpenger,49
2011,1122,Gjesdal,M,Dagpenger,64
2012,1122,Gjesdal,K,Dagpenger,48
2013,1122,Gjesdal,K,Dagpenger,31
2013,1122,Gjesdal,M,Dagpenger,43
2014,1122,Gjesdal,K,Dagpenger,47
2014,1122,Gjesdal,M,Dagpenger,53
2015,1122,Gjesdal,K,Dagpenger,64
2016,1122,Gjesdal,K,Dagpenger,89
2016,1122,Gjesdal,M,Dagpenger,180
2017,1122,Gjesdal,M,Dagpenger,168
2018,1122,Gjesdal,K,Dagpenger,85
2019,1122,Gjesdal,K,Dagpenger,60
2020,1122,Gjesdal,K,Dagpenger,110
2010,1122,Gjesdal,M,Dagpenger,94
2011,1122,Gjesdal,K,Dagpenger,58
2012,1122,Gjesdal,M,Dagpenger,43
2015,1122,Gjesdal,M,Dagpenger,93
2017,1122,Gjesdal,K,Dagpenger,98
2018,1122,Gjesdal,M,Dagpenger,102
2019,1122,Gjesdal,M,Dagpenger,59
2020,1122,Gjesdal,M,Dagpenger,103
2021,1122,Gjesdal,K,Dagpenger,112
2021,1122,Gjesdal,M,Dagpenger,116
2012,1124,Sola,K,Dagpenger,65
2012,1124,Sola,M,Dagpenger,75
2014,1124,Sola,M,Dagpenger,81
2015,1124,Sola,K,Dagpenger,117
2015,1124,Sola,M,Dagpenger,183
2017,1124,Sola,M,Dagpenger,504
2018,1124,Sola,K,Dagpenger,206
2019,1124,Sola,K,Dagpenger,141
2020,1124,Sola,M,Dagpenger,236
2021,1124,Sola,K,Dagpenger,296
2021,1124,Sola,M,Dagpenger,311
2010,1124,Sola,K,Dagpenger,73
2010,1124,Sola,M,Dagpenger,178
2011,1124,Sola,K,Dagpenger,77
2011,1124,Sola,M,Dagpenger,108
2013,1124,Sola,K,Dagpenger,52
2013,1124,Sola,M,Dagpenger,87
2014,1124,Sola,K,Dagpenger,75
2016,1124,Sola,K,Dagpenger,305
2016,1124,Sola,M,Dagpenger,491
2017,1124,Sola,K,Dagpenger,322
2018,1124,Sola,M,Dagpenger,291
2019,1124,Sola,M,Dagpenger,134
2020,1124,Sola,K,Dagpenger,244
2010,1127,Randaberg,K,Dagpenger,34
2010,1127,Randaberg,M,Dagpenger,59
2011,1127,Randaberg,M,Dagpenger,42
2014,1127,Randaberg,M,Dagpenger,44
2014,1127,Randaberg,K,Dagpenger,24
2017,1127,Randaberg,K,Dagpenger,92
2017,1127,Randaberg,M,Dagpenger,188
2018,1127,Randaberg,K,Dagpenger,48
2019,1127,Randaberg,K,Dagpenger,42
2019,1127,Randaberg,M,Dagpenger,48
2020,1127,Randaberg,M,Dagpenger,76
2011,1127,Randaberg,K,Dagpenger,28
2012,1127,Randaberg,M,Dagpenger,19
2012,1127,Randaberg,K,Dagpenger,22
2013,1127,Randaberg,K,Dagpenger,25
2013,1127,Randaberg,M,Dagpenger,36
2015,1127,Randaberg,M,Dagpenger,71
2015,1127,Randaberg,K,Dagpenger,51
2016,1127,Randaberg,K,Dagpenger,94
2016,1127,Randaberg,M,Dagpenger,176
2018,1127,Randaberg,M,Dagpenger,89
2020,1127,Randaberg,K,Dagpenger,69
2021,1127,Randaberg,M,Dagpenger,111
2021,1127,Randaberg,K,Dagpenger,71
2012,1129,Forsand,K,Dagpenger,7
2016,1129,Forsand,M,Dagpenger,18
2017,1129,Forsand,K,Dagpenger,8
2019,1129,Forsand,M,Dagpenger,8
2010,1129,Forsand,M,Dagpenger,9
2015,1129,Forsand,M,Dagpenger,10
2017,1129,Forsand,M,Dagpenger,9
2018,1129,Forsand,M,Dagpenger,14
2010,1130,Strand,M,Dagpenger,127
2011,1130,Strand,M,Dagpenger,47
2013,1130,Strand,K,Dagpenger,38
2014,1130,Strand,M,Dagpenger,60
2015,1130,Strand,K,Dagpenger,91
2015,1130,Strand,M,Dagpenger,195
2018,1130,Strand,K,Dagpenger,74
2020,1130,Strand,K,Dagpenger,102
2020,1130,Strand,M,Dagpenger,97
2021,1130,Strand,K,Dagpenger,94
2021,1130,Strand,M,Dagpenger,113
2010,1130,Strand,K,Dagpenger,45
2011,1130,Strand,K,Dagpenger,56
2012,1130,Strand,K,Dagpenger,36
2012,1130,Strand,M,Dagpenger,32
2013,1130,Strand,M,Dagpenger,51
2014,1130,Strand,K,Dagpenger,68
2016,1130,Strand,K,Dagpenger,99
2016,1130,Strand,M,Dagpenger,256
2017,1130,Strand,K,Dagpenger,89
2017,1130,Strand,M,Dagpenger,255
2018,1130,Strand,M,Dagpenger,142
2019,1130,Strand,M,Dagpenger,65
2019,1130,Strand,K,Dagpenger,41
2010,1133,Hjelmeland,K,Dagpenger,7
2012,1133,Hjelmeland,K,Dagpenger,5
2014,1133,Hjelmeland,M,Dagpenger,10
2015,1133,Hjelmeland,M,Dagpenger,12
2016,1133,Hjelmeland,M,Dagpenger,23
2017,1133,Hjelmeland,M,Dagpenger,9
2018,1133,Hjelmeland,K,Dagpenger,30
2020,1133,Hjelmeland,M,Dagpenger,12
2010,1133,Hjelmeland,M,Dagpenger,15
2011,1133,Hjelmeland,M,Dagpenger,5
2012,1133,Hjelmeland,M,Dagpenger,7
2013,1133,Hjelmeland,K,Dagpenger,5
2015,1133,Hjelmeland,K,Dagpenger,13
2016,1133,Hjelmeland,K,Dagpenger,18
2017,1133,Hjelmeland,K,Dagpenger,11
2018,1133,Hjelmeland,M,Dagpenger,55
2019,1133,Hjelmeland,M,Dagpenger,5
2020,1133,Hjelmeland,K,Dagpenger,17
2021,1133,Hjelmeland,M,Dagpenger,10
2021,1133,Hjelmeland,K,Dagpenger,6
2010,1134,Suldal,M,Dagpenger,20
2011,1134,Suldal,M,Dagpenger,18
2012,1134,Suldal,K,Dagpenger,11
2013,1134,Suldal,K,Dagpenger,12
2016,1134,Suldal,M,Dagpenger,14
2018,1134,Suldal,M,Dagpenger,11
2018,1134,Suldal,K,Dagpenger,11
2019,1134,Suldal,K,Dagpenger,5
2020,1134,Suldal,K,Dagpenger,6
2020,1134,Suldal,M,Dagpenger,22
2021,1134,Suldal,M,Dagpenger,20
2010,1134,Suldal,K,Dagpenger,7
2011,1134,Suldal,K,Dagpenger,15
2012,1134,Suldal,M,Dagpenger,8
2013,1134,Suldal,M,Dagpenger,8
2014,1134,Suldal,K,Dagpenger,8
2015,1134,Suldal,K,Dagpenger,8
2015,1134,Suldal,M,Dagpenger,6
2016,1134,Suldal,K,Dagpenger,6
2017,1134,Suldal,M,Dagpenger,17
2017,1134,Suldal,Kvinne,Dagpenger,7
2019,1134,Suldal,M,Dagpenger,5
2021,1134,Suldal,K,Dagpenger,16
2011,1135,Sauda,K,Dagpenger,24
2013,1135,Sauda,K,Dagpenger,23
2013,1135,Sauda,M,Dagpenger,22
2014,1135,Sauda,K,Dagpenger,25
2014,1135,Sauda,M,Dagpenger,25
2018,1135,Sauda,K,Dagpenger,25
2021,1135,Sauda,M,Dagpenger,19
2010,1135,Sauda,K,Dagpenger,16
2010,1135,Sauda,M,Dagpenger,32
2011,1135,Sauda,M,Dagpenger,32
2012,1135,Sauda,K,Dagpenger,25
2012,1135,Sauda,M,Dagpenger,31
2015,1135,Sauda,K,Dagpenger,20
2015,1135,Sauda,M,Dagpenger,24
2016,1135,Sauda,K,Dagpenger,21
2016,1135,Sauda,M,Dagpenger,35
2017,1135,Sauda,K,Dagpenger,32
2017,1135,Sauda,M,Dagpenger,45
2018,1135,Sauda,M,Dagpenger,23
2019,1135,Sauda,K,Dagpenger,24
2019,1135,Sauda,M,Dagpenger,12
2020,1135,Sauda,K,Dagpenger,24
2020,1135,Sauda,M,Dagpenger,17
2021,1135,Sauda,K,Dagpenger,25
2011,1141,Finnøy,M,Dagpenger,12
2012,1141,Finnøy,M,Dagpenger,12
2012,1141,Finnøy,K,Dagpenger,5
2013,1141,Finnøy,K,Dagpenger,6
2014,1141,Finnøy,M,Dagpenger,15
2015,1141,Finnøy,K,Dagpenger,9
2015,1141,Finnøy,M,Dagpenger,13
2016,1141,Finnøy,K,Dagpenger,12
2017,1141,Finnøy,K,Dagpenger,11
2018,1141,Finnøy,M,Dagpenger,21
2019,1141,Finnøy,K,Dagpenger,6
2010,1141,Finnøy,M,Dagpenger,12
2011,1141,Finnøy,K,Dagpenger,6
2013,1141,Finnøy,M,Dagpenger,9
