"","0.5","1","3","10"
"0.99",0.00689488802585561,0.0070797695403314,0.0069962066878914,0.00677372489687996
"0.9999",8.18540770786335e-05,8.16185329166819e-05,8.13629884567337e-05,8.21333580846317e-05
"0.999999",8.313271858511e-05,8.28457843921819e-05,8.23384648314911e-05,8.24410872564313e-05
